Callsign, AircraftType, Departure, Destination, SpawnTime, DespawnTime,Flight Time, Info, TA, RA, !BOOM!,,,,,,,,,
UAL821,B748,KGEG,EVRA,14085.12,23921.58,163.9,0,0,0,0,,,,,,,,,
UAE657,B78X,KTUS,EDDL,12972.78,23927.22,182.6,0,0,0,0,,,,,,,,,
IBE399,B744,CYVR,LZIB,13893.66,23946.96,167.6,0,0,0,0,,,,,,,,,
TSC797,A333,KSAN,EHAM,12763.02,24018.84,187.6,0,0,0,0,,,,,,,,,
TAP80,A346,KSYR,EDDP,12675,24038.52,189.4,0,0,0,0,,,,,,,,,
ETD419,B752,KDEN,OEAB,12261.84,24091.8,197.2,0,0,0,0,,,,,,,,,
UAE734,B789,KJAX,LHBP,13647.9,24111.3,174.4,0,0,0,0,,,,,,,,,
IBE148,B763,MMCL,ESGG,13249.02,24149.94,181.7,0,0,0,0,,,,,,,,,
AFR282,B772,CYUL,DTTA,12589.98,24177.12,193.1,0,0,0,0,,,,,,,,,
UAL705,B788,MMGL,ULLI,13281.54,24190.2,181.8,0,0,0,0,,,,,,,,,
BAW663,A333,KMCI,EGMC,13096.56,24236.82,185.7,0,0,0,0,,,,,,,,,
EIN959,B788,KMSO,EIDW,12646.14,24248.94,193.4,0,0,0,0,,,,,,,,,
UAL294,A35K,CYUL,EGAA,13345.08,24255.54,181.8,0,0,0,0,,,,,,,,,
AFR423,B744,KGEG,UTAA,13613.16,24308.22,178.3,0,0,0,0,,,,,,,,,
VIR650,B77L,KJFK,OYAA,13217.1,24347.34,185.5,0,0,0,0,,,,,,,,,
BAW795,B772,KSMF,FSIA,12392.1,24386.46,199.9,0,0,0,0,,,,,,,,,
EIN577,B763,KFAR,VABB,11883.12,24399.66,208.6,0,0,0,0,,,,,,,,,
DLH447,A343,KDLH,UKBB,13066.56,24413.76,189.1,0,0,0,0,,,,,,,,,
VIR710,B78X,KBDL,EDDP,13512.12,24471.42,182.7,0,0,0,0,,,,,,,,,
SWR864,B77W,KROC,EVRA,14315.1,24551.82,170.6,0,0,0,0,,,,,,,,,
DLH681,A333,KPHL,GMMX,12881.1,24590.22,195.2,0,0,0,0,,,,,,,,,
TSC453,A359,KFNT,UHWW,14121.78,24590.22,174.5,0,0,0,0,,,,,,,,,
KLM350,B763,CYYT,ZUUU,13001.22,24628.32,193.8,0,0,0,0,,,,,,,,,
